date,area_number,highest_group_number,changed
12/03/07,759,05,
12/03/07,760,05,
12/03/07,761,05,
12/03/07,762,05,x
12/03/07,763,03,
12/03/07,764,84,x
12/03/07,765,84,x
12/03/07,766,66,
12/03/07,767,66,
12/03/07,768,66,x
12/03/07,769,66,x
12/03/07,770,66,x
12/03/07,771,66,x
12/03/07,772,64,
11/01/07,001,06,
11/01/07,002,06,x
11/01/07,003,04,
11/01/07,004,08,
11/01/07,005,08,
11/01/07,006,08,
11/01/07,007,06,
11/01/07,008,90,
11/01/07,009,90,
11/01/07,010,90,
11/01/07,011,90,
11/01/07,012,90,
11/01/07,013,90,
11/01/07,014,90,
11/01/07,015,90,
11/01/07,016,90,
11/01/07,017,90,
11/01/07,018,90,
11/01/07,019,90,
11/01/07,020,90,
11/01/07,021,90,
11/01/07,022,90,
11/01/07,023,90,
11/01/07,024,90,
11/01/07,025,90,
11/01/07,026,90,
11/01/07,027,90,
11/01/07,028,90,
11/01/07,029,90,x
11/01/07,030,90,x
11/01/07,031,88,
11/01/07,032,88,
11/01/07,033,88,
11/01/07,034,88,
11/01/07,035,72,
11/01/07,036,72,
11/01/07,037,72,
11/01/07,038,72,
11/01/07,039,70,
11/01/07,040,11,
11/01/07,041,11,
11/01/07,042,11,
11/01/07,043,11,
11/01/07,044,11,
11/01/07,045,11,
11/01/07,046,11,
11/01/07,047,11,
11/01/07,048,11,
11/01/07,049,11,x
11/01/07,050,96,
11/01/07,051,96,
11/01/07,052,96,
11/01/07,053,96,
11/01/07,054,96,
11/01/07,055,96,
11/01/07,056,96,
11/01/07,057,96,
11/01/07,058,96,
11/01/07,059,96,
11/01/07,060,96,
11/01/07,061,96,
11/01/07,062,96,
11/01/07,063,96,
11/01/07,064,96,
11/01/07,065,96,
11/01/07,066,96,
11/01/07,067,96,
11/01/07,068,96,
11/01/07,069,96,
11/01/07,070,96,
11/01/07,071,96,
11/01/07,072,96,
11/01/07,073,96,
11/01/07,074,96,
11/01/07,075,96,
11/01/07,076,96,
11/01/07,077,96,
11/01/07,078,96,
11/01/07,079,96,
11/01/07,080,96,
11/01/07,081,96,
11/01/07,082,96,
11/01/07,083,96,
11/01/07,084,96,
11/01/07,085,96,
11/01/07,086,96,
11/01/07,087,96,
11/01/07,088,96,
11/01/07,089,96,
11/01/07,090,96,
11/01/07,091,96,
11/01/07,092,96,
11/01/07,093,96,
11/01/07,094,96,
11/01/07,095,96,
11/01/07,096,96,
11/01/07,097,96,
11/01/07,098,96,
11/01/07,099,96,
11/01/07,100,96,
11/01/07,101,96,
11/01/07,102,96,
11/01/07,103,96,
11/01/07,104,96,
11/01/07,105,96,
11/01/07,106,96,
11/01/07,107,96,
11/01/07,108,96,
11/01/07,109,96,
11/01/07,110,96,
11/01/07,111,96,
11/01/07,112,96,
11/01/07,113,96,
11/01/07,114,96,
11/01/07,115,96,
11/01/07,116,96,
11/01/07,117,96,x
11/01/07,118,96,x
11/01/07,119,96,x
11/01/07,120,96,x
11/01/07,121,94,
11/01/07,122,94,
11/01/07,123,94,
11/01/07,124,94,
11/01/07,125,94,
11/01/07,126,94,
11/01/07,127,94,
11/01/07,128,94,
11/01/07,129,94,
11/01/07,130,94,
11/01/07,131,94,
11/01/07,132,94,
11/01/07,133,94,
11/01/07,134,94,
11/01/07,135,19,
11/01/07,136,19,
11/01/07,137,19,
11/01/07,138,19,
11/01/07,139,19,
11/01/07,140,19,
11/01/07,141,19,
11/01/07,142,19,
11/01/07,143,19,
11/01/07,144,19,
11/01/07,145,19,
11/01/07,146,19,x
11/01/07,147,17,
11/01/07,148,17,
11/01/07,149,17,
11/01/07,150,17,
11/01/07,151,17,
11/01/07,152,17,
11/01/07,153,17,
11/01/07,154,17,
11/01/07,155,17,
11/01/07,156,17,
11/01/07,157,17,
11/01/07,158,17,
11/01/07,159,84,
11/01/07,160,84,
11/01/07,161,84,
11/01/07,162,84,
11/01/07,163,84,
11/01/07,164,84,
11/01/07,165,84,
11/01/07,166,84,
11/01/07,167,84,
11/01/07,168,84,
11/01/07,169,84,
11/01/07,170,84,
11/01/07,171,84,
11/01/07,172,84,
11/01/07,173,84,
11/01/07,174,84,
11/01/07,175,84,
11/01/07,176,84,
11/01/07,177,84,
11/01/07,178,84,
11/01/07,179,84,
11/01/07,180,84,
11/01/07,181,84,
11/01/07,182,84,x
11/01/07,183,82,
11/01/07,184,82,
11/01/07,185,82,
11/01/07,186,82,
11/01/07,187,82,
11/01/07,188,82,
11/01/07,189,82,
11/01/07,190,82,
11/01/07,191,82,
11/01/07,192,82,
11/01/07,193,82,
11/01/07,194,82,
11/01/07,195,82,
11/01/07,196,82,
11/01/07,197,82,
11/01/07,198,82,
11/01/07,199,82,
11/01/07,200,82,
11/01/07,201,82,
11/01/07,202,82,
11/01/07,203,82,
11/01/07,204,82,
11/01/07,205,82,
11/01/07,206,82,
11/01/07,207,82,
11/01/07,208,82,
11/01/07,209,82,
11/01/07,210,82,
11/01/07,211,82,
11/01/07,212,79,
11/01/07,213,79,
11/01/07,214,79,
11/01/07,215,79,
11/01/07,216,79,
11/01/07,217,79,
11/01/07,218,79,
11/01/07,219,79,x
11/01/07,220,77,
11/01/07,221,06,
11/01/07,222,04,
11/01/07,223,99,
11/01/07,224,99,
11/01/07,225,99,
11/01/07,226,99,
11/01/07,227,99,
11/01/07,228,99,
11/01/07,229,99,
11/01/07,230,99,
11/01/07,231,99,
11/01/07,232,53,
11/01/07,233,53,
11/01/07,234,53,
11/01/07,235,53,
11/01/07,236,53,
11/01/07,237,99,
11/01/07,238,99,
11/01/07,239,99,
11/01/07,240,99,
11/01/07,241,99,
11/01/07,242,99,
11/01/07,243,99,
11/01/07,244,99,
11/01/07,245,99,
11/01/07,246,99,
11/01/07,247,99,
11/01/07,248,99,
11/01/07,249,99,
11/01/07,250,99,
11/01/07,251,99,
11/01/07,252,99,
11/01/07,253,99,
11/01/07,254,99,
11/01/07,255,99,
11/01/07,256,99,
11/01/07,257,99,
11/01/07,258,99,
11/01/07,259,99,
11/01/07,260,99,
11/01/07,261,99,
11/01/07,262,99,
11/01/07,263,99,
11/01/07,264,99,
11/01/07,265,99,
11/01/07,266,99,
11/01/07,267,99,
11/01/07,268,13,
11/01/07,269,13,
11/01/07,270,13,
11/01/07,271,13,
11/01/07,272,13,
11/01/07,273,13,
11/01/07,274,13,
11/01/07,275,13,
11/01/07,276,13,
11/01/07,277,13,
11/01/07,278,13,
11/01/07,279,13,
11/01/07,280,13,
11/01/07,281,13,
11/01/07,282,13,
11/01/07,283,13,
11/01/07,284,13,
11/01/07,285,13,
11/01/07,286,13,
11/01/07,287,13,x
11/01/07,288,13,x
11/01/07,289,11,
11/01/07,290,11,
11/01/07,291,11,
11/01/07,292,11,
11/01/07,293,11,
11/01/07,294,11,
11/01/07,295,11,
11/01/07,296,11,
11/01/07,297,11,
11/01/07,298,11,
11/01/07,299,11,
11/01/07,300,11,
11/01/07,301,11,
11/01/07,302,11,
11/01/07,303,33,
11/01/07,304,33,x
11/01/07,305,31,
11/01/07,306,31,
11/01/07,307,31,
11/01/07,308,31,
11/01/07,309,31,
11/01/07,310,31,
11/01/07,311,31,
11/01/07,312,31,
11/01/07,313,31,
11/01/07,314,31,
11/01/07,315,31,
11/01/07,316,31,
11/01/07,317,31,
11/01/07,318,06,
11/01/07,319,06,
11/01/07,320,06,
11/01/07,321,06,
11/01/07,322,06,
11/01/07,323,06,
11/01/07,324,06,
11/01/07,325,06,
11/01/07,326,06,
11/01/07,327,06,
11/01/07,328,06,
11/01/07,329,06,
11/01/07,330,06,
11/01/07,331,06,
11/01/07,332,06,
11/01/07,333,06,
11/01/07,334,06,
11/01/07,335,06,
11/01/07,336,06,
11/01/07,337,06,
11/01/07,338,06,
11/01/07,339,06,
11/01/07,340,06,
11/01/07,341,06,
11/01/07,342,06,
11/01/07,343,06,
11/01/07,344,06,
11/01/07,345,06,
11/01/07,346,06,
11/01/07,347,06,
11/01/07,348,06,
11/01/07,349,06,
11/01/07,350,06,
11/01/07,351,06,x
11/01/07,352,06,x
11/01/07,353,04,
11/01/07,354,04,
11/01/07,355,04,
11/01/07,356,04,
11/01/07,357,04,
11/01/07,358,04,
11/01/07,359,04,
11/01/07,360,04,
11/01/07,361,04,
11/01/07,362,35,
11/01/07,363,35,
11/01/07,364,35,
11/01/07,365,35,
11/01/07,366,35,x
11/01/07,367,35,x
11/01/07,368,33,
11/01/07,369,33,
11/01/07,370,33,
11/01/07,371,33,
11/01/07,372,33,
11/01/07,373,33,
11/01/07,374,33,
11/01/07,375,33,
11/01/07,376,33,
11/01/07,377,33,
11/01/07,378,33,
11/01/07,379,33,
11/01/07,380,33,
11/01/07,381,33,
11/01/07,382,33,
11/01/07,383,33,
11/01/07,384,33,
11/01/07,385,33,
11/01/07,386,33,
11/01/07,387,29,
11/01/07,388,29,
11/01/07,389,29,
11/01/07,390,29,
11/01/07,391,29,
11/01/07,392,29,
11/01/07,393,29,
11/01/07,394,29,x
11/01/07,395,27,
11/01/07,396,27,
11/01/07,397,27,
11/01/07,398,27,
11/01/07,399,27,
11/01/07,400,67,
11/01/07,401,67,
11/01/07,402,67,
11/01/07,403,67,
11/01/07,404,67,
11/01/07,405,67,
11/01/07,406,67,
11/01/07,407,67,x
11/01/07,408,99,
11/01/07,409,99,
11/01/07,410,99,
11/01/07,411,99,
11/01/07,412,99,
11/01/07,413,99,
11/01/07,414,99,
11/01/07,415,99,
11/01/07,416,63,
11/01/07,417,61,
11/01/07,418,61,
11/01/07,419,61,
11/01/07,420,61,
11/01/07,421,61,
11/01/07,422,61,
11/01/07,423,61,
11/01/07,424,61,
11/01/07,425,99,
11/01/07,426,99,
11/01/07,427,99,
11/01/07,428,99,
11/01/07,429,99,
11/01/07,430,99,
11/01/07,431,99,
11/01/07,432,99,
11/01/07,433,99,
11/01/07,434,99,
11/01/07,435,99,
11/01/07,436,99,
11/01/07,437,99,
11/01/07,438,99,
11/01/07,439,99,
11/01/07,440,23,
11/01/07,441,23,
11/01/07,442,23,
11/01/07,443,23,
11/01/07,444,23,
11/01/07,445,23,
11/01/07,446,23,
11/01/07,447,21,
11/01/07,448,21,
11/01/07,449,99,
11/01/07,450,99,
11/01/07,451,99,
11/01/07,452,99,
11/01/07,453,99,
11/01/07,454,99,
11/01/07,455,99,
11/01/07,456,99,
11/01/07,457,99,
11/01/07,458,99,
11/01/07,459,99,
11/01/07,460,99,
11/01/07,461,99,
11/01/07,462,99,
11/01/07,463,99,
11/01/07,464,99,
11/01/07,465,99,
11/01/07,466,99,
11/01/07,467,99,
11/01/07,468,51,
11/01/07,469,51,
11/01/07,470,51,
11/01/07,471,51,x
11/01/07,472,49,
11/01/07,473,49,
11/01/07,474,49,
11/01/07,475,49,
11/01/07,476,49,
11/01/07,477,49,
11/01/07,478,37,
11/01/07,479,37,
11/01/07,480,37,
11/01/07,481,37,
11/01/07,482,37,
11/01/07,483,37,
11/01/07,484,37,
11/01/07,485,37,x
11/01/07,486,25,
11/01/07,487,25,
11/01/07,488,25,
11/01/07,489,25,
11/01/07,490,25,
11/01/07,491,25,
11/01/07,492,25,
11/01/07,493,25,
11/01/07,494,25,
11/01/07,495,25,
11/01/07,496,25,
11/01/07,497,25,x
11/01/07,498,23,
11/01/07,499,23,
11/01/07,500,23,
11/01/07,501,33,
11/01/07,502,33,
11/01/07,503,41,
11/01/07,504,39,
11/01/07,505,53,
11/01/07,506,51,
11/01/07,507,51,
11/01/07,508,51,
11/01/07,509,27,
11/01/07,510,27,
11/01/07,511,27,
11/01/07,512,27,
11/01/07,513,27,
11/01/07,514,27,
11/01/07,515,27,
11/01/07,516,45,
11/01/07,517,43,
11/01/07,518,79,x
11/01/07,519,77,
11/01/07,520,55,
11/01/07,521,99,
11/01/07,522,99,
11/01/07,523,99,
11/01/07,524,99,
11/01/07,525,99,
11/01/07,526,99,
11/01/07,527,99,
11/01/07,528,99,
11/01/07,529,99,
11/01/07,530,99,
11/01/07,531,63,
11/01/07,532,63,
11/01/07,533,63,x
11/01/07,534,61,
11/01/07,535,61,
11/01/07,536,61,
11/01/07,537,61,
11/01/07,538,61,
11/01/07,539,61,
11/01/07,540,75,
11/01/07,541,73,
11/01/07,542,73,
11/01/07,543,73,
11/01/07,544,73,
11/01/07,545,99,
11/01/07,546,99,
11/01/07,547,99,
11/01/07,548,99,
11/01/07,549,99,
11/01/07,550,99,
11/01/07,551,99,
11/01/07,552,99,
11/01/07,553,99,
11/01/07,554,99,
11/01/07,555,99,
11/01/07,556,99,
11/01/07,557,99,
11/01/07,558,99,
11/01/07,559,99,
11/01/07,560,99,
11/01/07,561,99,
11/01/07,562,99,
11/01/07,563,99,
11/01/07,564,99,
11/01/07,565,99,
11/01/07,566,99,
11/01/07,567,99,
11/01/07,568,99,
11/01/07,569,99,
11/01/07,570,99,
11/01/07,571,99,
11/01/07,572,99,
11/01/07,573,99,
11/01/07,574,51,x
11/01/07,575,99,
11/01/07,576,99,
11/01/07,577,45,
11/01/07,578,45,
11/01/07,579,43,
11/01/07,580,37,
11/01/07,581,99,
11/01/07,582,99,
11/01/07,583,99,
11/01/07,584,99,
11/01/07,585,99,
11/01/07,586,61,
11/01/07,587,99,
11/01/07,588,03,
11/01/07,589,99,
11/01/07,590,99,
11/01/07,591,99,
11/01/07,592,99,
11/01/07,593,99,
11/01/07,594,99,
11/01/07,595,99,
11/01/07,596,84,
11/01/07,597,84,
11/01/07,598,84,
11/01/07,599,84,x
11/01/07,600,99,
11/01/07,601,99,
11/01/07,602,67,x
11/01/07,603,67,x
11/01/07,604,65,
11/01/07,605,65,
11/01/07,606,65,
11/01/07,607,65,
11/01/07,608,65,
11/01/07,609,65,
11/01/07,610,65,
11/01/07,611,65,
11/01/07,612,65,
11/01/07,613,65,
11/01/07,614,65,
11/01/07,615,65,
11/01/07,616,65,
11/01/07,617,65,
11/01/07,618,65,
11/01/07,619,65,
11/01/07,620,65,
11/01/07,621,65,x
11/01/07,622,65,x
11/01/07,623,65,x
11/01/07,624,65,x
11/01/07,625,65,x
11/01/07,626,65,x
11/01/07,627,11,
11/01/07,628,11,
11/01/07,629,11,
11/01/07,630,11,
11/01/07,631,11,
11/01/07,632,11,
11/01/07,633,11,
11/01/07,634,11,
11/01/07,635,11,
11/01/07,636,11,
11/01/07,637,11,
11/01/07,638,11,
11/01/07,639,11,
11/01/07,640,11,
11/01/07,641,11,x
11/01/07,642,11,x
11/01/07,643,11,x
11/01/07,644,11,x
11/01/07,645,11,x
11/01/07,646,96,
11/01/07,647,96,
11/01/07,648,44,
11/01/07,649,44,
11/01/07,650,46,
11/01/07,651,46,
11/01/07,652,46,
11/01/07,653,44,
11/01/07,654,28,x
11/01/07,655,26,
11/01/07,656,26,
11/01/07,657,26,
11/01/07,658,26,
11/01/07,659,16,
11/01/07,660,16,
11/01/07,661,16,x
11/01/07,662,14,
11/01/07,663,14,
11/01/07,664,14,
11/01/07,665,14,
11/01/07,667,36,x
11/01/07,668,34,
11/01/07,669,34,
11/01/07,670,34,
11/01/07,671,34,
11/01/07,672,34,
11/01/07,673,34,
11/01/07,674,34,
11/01/07,675,34,x
11/01/07,676,14,
11/01/07,677,14,
11/01/07,678,12,
11/01/07,679,12,
11/01/07,680,90,
11/01/07,681,14,
11/01/07,682,14,
11/01/07,683,14,x
11/01/07,684,14,x
11/01/07,685,12,
11/01/07,686,12,
11/01/07,687,12,
11/01/07,688,12,
11/01/07,689,12,
11/01/07,690,12,
11/01/07,691,09,x
11/01/07,692,09,x
11/01/07,693,07,
11/01/07,694,07,
11/01/07,695,07,
11/01/07,696,07,
11/01/07,697,07,
11/01/07,698,07,
11/01/07,699,07,
11/01/07,700,18,
11/01/07,701,18,
11/01/07,702,18,
11/01/07,703,18,
11/01/07,704,18,
11/01/07,705,18,
11/01/07,706,18,
11/01/07,707,18,
11/01/07,708,18,
11/01/07,709,18,
11/01/07,710,18,
11/01/07,711,18,
11/01/07,712,18,
11/01/07,713,18,
11/01/07,714,18,
11/01/07,715,18,
11/01/07,716,18,
11/01/07,717,18,
11/01/07,718,18,
11/01/07,719,18,
11/01/07,720,18,
11/01/07,721,18,
11/01/07,722,18,
11/01/07,723,18,
11/01/07,724,28,
11/01/07,725,18,
11/01/07,726,18,
11/01/07,727,10,
11/01/07,728,14,
11/01/07,729,10,
11/01/07,730,10,
11/01/07,731,10,
11/01/07,732,10,
11/01/07,733,10,x
11/01/07,750,09,
11/01/07,751,09,
11/01/07,752,03,x
11/01/07,753,01,
11/01/07,756,05,
11/01/07,757,05,
11/01/07,758,05,
11/01/07,759,05,
11/01/07,760,05,
11/01/07,761,05,x
11/01/07,762,03,
11/01/07,763,03,
11/01/07,764,82,
11/01/07,765,82,x
11/01/07,766,66,x
11/01/07,767,66,x
11/01/07,768,64,
11/01/07,769,64,
11/01/07,770,64,
11/01/07,771,64,x
11/01/07,772,64,x
10/01/07,001,06,
10/01/07,002,04,
10/01/07,003,04,
10/01/07,004,08,
10/01/07,005,08,
10/01/07,006,08,
10/01/07,007,06,
10/01/07,008,90,
10/01/07,009,90,
10/01/07,010,90,
10/01/07,011,90,
10/01/07,012,90,
10/01/07,013,90,
10/01/07,014,90,
10/01/07,015,90,
10/01/07,016,90,
10/01/07,017,90,
10/01/07,018,90,
10/01/07,019,90,
10/01/07,020,90,
10/01/07,021,90,
10/01/07,022,90,
10/01/07,023,90,
10/01/07,024,90,
10/01/07,025,90,
10/01/07,026,90,
10/01/07,027,90,
10/01/07,028,90,x
10/01/07,029,88,
10/01/07,030,88,
10/01/07,031,88,
10/01/07,032,88,
10/01/07,033,88,
10/01/07,034,88,
10/01/07,035,72,
10/01/07,036,72,
10/01/07,037,72,
10/01/07,038,72,
10/01/07,039,70,
10/01/07,040,11,
10/01/07,041,11,
10/01/07,042,11,
10/01/07,043,11,
10/01/07,044,11,
10/01/07,045,11,
10/01/07,046,11,
10/01/07,047,11,
10/01/07,048,11,x
10/01/07,049,08,
10/01/07,050,96,
10/01/07,051,96,
10/01/07,052,96,
10/01/07,053,96,
10/01/07,054,96,
10/01/07,055,96,
10/01/07,056,96,
10/01/07,057,96,
10/01/07,058,96,
10/01/07,059,96,
10/01/07,060,96,
10/01/07,061,96,
10/01/07,062,96,
10/01/07,063,96,
10/01/07,064,96,
10/01/07,065,96,
10/01/07,066,96,
10/01/07,067,96,
10/01/07,068,96,
10/01/07,069,96,
10/01/07,070,96,
10/01/07,071,96,
10/01/07,072,96,
10/01/07,073,96,
10/01/07,074,96,
10/01/07,075,96,
10/01/07,076,96,
10/01/07,077,96,
10/01/07,078,96,
10/01/07,079,96,
10/01/07,080,96,
10/01/07,081,96,
10/01/07,082,96,
10/01/07,083,96,
10/01/07,084,96,
10/01/07,085,96,
10/01/07,086,96,
10/01/07,087,96,
10/01/07,088,96,
10/01/07,089,96,
10/01/07,090,96,
10/01/07,091,96,
10/01/07,092,96,
10/01/07,093,96,
10/01/07,094,96,
10/01/07,095,96,
10/01/07,096,96,
10/01/07,097,96,
10/01/07,098,96,
10/01/07,099,96,
10/01/07,100,96,
10/01/07,101,96,
10/01/07,102,96,
10/01/07,103,96,
10/01/07,104,96,
10/01/07,105,96,
10/01/07,106,96,
10/01/07,107,96,
10/01/07,108,96,
10/01/07,109,96,
10/01/07,110,96,
10/01/07,111,96,
10/01/07,112,96,
10/01/07,113,96,
10/01/07,114,96,x
10/01/07,115,96,x
10/01/07,116,96,x
10/01/07,117,94,
10/01/07,118,94,
10/01/07,119,94,
10/01/07,120,94,
10/01/07,121,94,
10/01/07,122,94,
10/01/07,123,94,
10/01/07,124,94,
10/01/07,125,94,
10/01/07,126,94,
10/01/07,127,94,
10/01/07,128,94,
10/01/07,129,94,
10/01/07,130,94,
10/01/07,131,94,
10/01/07,132,94,
10/01/07,133,94,
10/01/07,134,94,
10/01/07,135,19,
10/01/07,136,19,
10/01/07,137,19,
10/01/07,138,19,
10/01/07,139,19,
10/01/07,140,19,
10/01/07,141,19,
10/01/07,142,19,
10/01/07,143,19,
10/01/07,144,19,x
10/01/07,145,19,x
10/01/07,146,17,
10/01/07,147,17,
10/01/07,148,17,
10/01/07,149,17,
10/01/07,150,17,
10/01/07,151,17,
10/01/07,152,17,
10/01/07,153,17,
10/01/07,154,17,
10/01/07,155,17,
10/01/07,156,17,
10/01/07,157,17,
10/01/07,158,17,
10/01/07,159,84,
10/01/07,160,84,
10/01/07,161,84,
10/01/07,162,84,
10/01/07,163,84,
10/01/07,164,84,
10/01/07,165,84,
10/01/07,166,84,
10/01/07,167,84,
10/01/07,168,84,
10/01/07,169,84,
10/01/07,170,84,
10/01/07,171,84,
10/01/07,172,84,
10/01/07,173,84,
10/01/07,174,84,
10/01/07,175,84,
10/01/07,176,84,
10/01/07,177,84,
10/01/07,178,84,
10/01/07,179,84,
10/01/07,180,84,x
10/01/07,181,84,x
10/01/07,182,82,
10/01/07,183,82,
10/01/07,184,82,
10/01/07,185,82,
10/01/07,186,82,
10/01/07,187,82,
10/01/07,188,82,
10/01/07,189,82,
10/01/07,190,82,
10/01/07,191,82,
10/01/07,192,82,
10/01/07,193,82,
10/01/07,194,82,
10/01/07,195,82,
10/01/07,196,82,
10/01/07,197,82,
10/01/07,198,82,
10/01/07,199,82,
10/01/07,200,82,
10/01/07,201,82,
10/01/07,202,82,
10/01/07,203,82,
10/01/07,204,82,
10/01/07,205,82,
10/01/07,206,82,
10/01/07,207,82,
10/01/07,208,82,
10/01/07,209,82,
10/01/07,210,82,
10/01/07,211,82,
10/01/07,212,79,
10/01/07,213,79,
10/01/07,214,79,
10/01/07,215,79,
10/01/07,216,79,
10/01/07,217,79,
10/01/07,218,79,x
10/01/07,219,77,
10/01/07,220,77,
10/01/07,221,06,
10/01/07,222,04,
10/01/07,223,99,
10/01/07,224,99,
10/01/07,225,99,
10/01/07,226,99,
10/01/07,227,99,
10/01/07,228,99,
10/01/07,229,99,
10/01/07,230,99,
10/01/07,231,99,
10/01/07,232,53,
10/01/07,233,53,
10/01/07,234,53,
10/01/07,235,53,
10/01/07,236,53,
10/01/07,237,99,
10/01/07,238,99,
10/01/07,239,99,
10/01/07,240,99,
10/01/07,241,99,
10/01/07,242,99,
10/01/07,243,99,
10/01/07,244,99,
10/01/07,245,99,
10/01/07,246,99,
10/01/07,247,99,
10/01/07,248,99,
10/01/07,249,99,
10/01/07,250,99,
10/01/07,251,99,
10/01/07,252,99,
10/01/07,253,99,
10/01/07,254,99,
10/01/07,255,99,
10/01/07,256,99,
10/01/07,257,99,
10/01/07,258,99,
10/01/07,259,99,
10/01/07,260,99,
10/01/07,261,99,
10/01/07,262,99,
10/01/07,263,99,
10/01/07,264,99,
10/01/07,265,99,
10/01/07,266,99,
10/01/07,267,99,
10/01/07,268,13,
10/01/07,269,13,
10/01/07,270,13,
10/01/07,271,13,
10/01/07,272,13,
10/01/07,273,13,
10/01/07,274,13,
10/01/07,275,13,
10/01/07,276,13,
10/01/07,277,13,
10/01/07,278,13,
10/01/07,279,13,
10/01/07,280,13,
10/01/07,281,13,
10/01/07,282,13,
10/01/07,283,13,
10/01/07,284,13,
10/01/07,285,13,
10/01/07,286,13,x
10/01/07,287,11,
10/01/07,288,11,
10/01/07,289,11,
10/01/07,290,11,
10/01/07,291,11,
10/01/07,292,11,
10/01/07,293,11,
10/01/07,294,11,
10/01/07,295,11,
10/01/07,296,11,
10/01/07,297,11,
10/01/07,298,11,
10/01/07,299,11,
10/01/07,300,11,
10/01/07,301,11,
10/01/07,302,11,
10/01/07,303,33,
10/01/07,304,31,
10/01/07,305,31,
10/01/07,306,31,
10/01/07,307,31,
10/01/07,308,31,
10/01/07,309,31,
10/01/07,310,31,
10/01/07,311,31,
10/01/07,312,31,
10/01/07,313,31,
10/01/07,314,31,
10/01/07,315,31,
10/01/07,316,31,
10/01/07,317,31,
10/01/07,318,06,
10/01/07,319,06,
10/01/07,320,06,
10/01/07,321,06,
10/01/07,322,06,
10/01/07,323,06,
10/01/07,324,06,
10/01/07,325,06,
10/01/07,326,06,
10/01/07,327,06,
10/01/07,328,06,
10/01/07,329,06,
10/01/07,330,06,
10/01/07,331,06,
10/01/07,332,06,
10/01/07,333,06,
10/01/07,334,06,
10/01/07,335,06,
10/01/07,336,06,
10/01/07,337,06,
10/01/07,338,06,
10/01/07,339,06,
10/01/07,340,06,
10/01/07,341,06,
10/01/07,342,06,
10/01/07,343,06,
10/01/07,344,06,
10/01/07,345,06,
10/01/07,346,06,
10/01/07,347,06,
10/01/07,348,06,
10/01/07,349,06,x
10/01/07,350,06,x
10/01/07,351,04,
10/01/07,352,04,
10/01/07,353,04,
10/01/07,354,04,
10/01/07,355,04,
10/01/07,356,04,
10/01/07,357,04,
10/01/07,358,04,
10/01/07,359,04,
10/01/07,360,04,
10/01/07,361,04,
10/01/07,362,35,
10/01/07,363,35,
10/01/07,364,35,
10/01/07,365,35,x
10/01/07,366,33,
10/01/07,367,33,
10/01/07,368,33,
10/01/07,369,33,
10/01/07,370,33,
10/01/07,371,33,
10/01/07,372,33,
10/01/07,373,33,
10/01/07,374,33,
10/01/07,375,33,
10/01/07,376,33,
10/01/07,377,33,
10/01/07,378,33,
10/01/07,379,33,
10/01/07,380,33,
10/01/07,381,33,
10/01/07,382,33,
10/01/07,383,33,
10/01/07,384,33,
10/01/07,385,33,
10/01/07,386,33,
10/01/07,387,29,
10/01/07,388,29,
10/01/07,389,29,
10/01/07,390,29,
10/01/07,391,29,
10/01/07,392,29,
10/01/07,393,29,x
10/01/07,394,27,
10/01/07,395,27,
10/01/07,396,27,
10/01/07,397,27,
10/01/07,398,27,
10/01/07,399,27,
10/01/07,400,67,
10/01/07,401,67,
10/01/07,402,67,
10/01/07,403,67,
10/01/07,404,67,
10/01/07,405,67,
10/01/07,406,67,
10/01/07,407,65,
10/01/07,408,99,
10/01/07,409,99,
10/01/07,410,99,
10/01/07,411,99,
10/01/07,412,99,
10/01/07,413,99,
10/01/07,414,99,
10/01/07,415,99,
10/01/07,416,63,x
10/01/07,417,61,
10/01/07,418,61,
10/01/07,419,61,
10/01/07,420,61,
10/01/07,421,61,
10/01/07,422,61,
10/01/07,423,61,
10/01/07,424,61,
10/01/07,425,99,
10/01/07,426,99,
10/01/07,427,99,
10/01/07,428,99,
10/01/07,429,99,
10/01/07,430,99,
10/01/07,431,99,
10/01/07,432,99,
10/01/07,433,99,
10/01/07,434,99,
10/01/07,435,99,
10/01/07,436,99,
10/01/07,437,99,
10/01/07,438,99,
10/01/07,439,99,
10/01/07,440,23,
10/01/07,441,23,
10/01/07,442,23,
10/01/07,443,23,
10/01/07,444,23,
10/01/07,445,23,
10/01/07,446,23,
10/01/07,447,21,
10/01/07,448,21,
10/01/07,449,99,
10/01/07,450,99,
10/01/07,451,99,
10/01/07,452,99,
10/01/07,453,99,
10/01/07,454,99,
10/01/07,455,99,
10/01/07,456,99,
10/01/07,457,99,
10/01/07,458,99,
10/01/07,459,99,
10/01/07,460,99,
10/01/07,461,99,
10/01/07,462,99,
10/01/07,463,99,
10/01/07,464,99,
10/01/07,465,99,
10/01/07,466,99,
10/01/07,467,99,
10/01/07,468,51,
10/01/07,469,51,
10/01/07,470,51,x
10/01/07,471,49,
10/01/07,472,49,
10/01/07,473,49,
10/01/07,474,49,
10/01/07,475,49,
10/01/07,476,49,
10/01/07,477,49,
10/01/07,478,37,
10/01/07,479,37,
10/01/07,480,37,
10/01/07,481,37,
10/01/07,482,37,
10/01/07,483,37,
10/01/07,484,37,
10/01/07,485,35,
10/01/07,486,25,
10/01/07,487,25,
10/01/07,488,25,
10/01/07,489,25,
10/01/07,490,25,
10/01/07,491,25,
10/01/07,492,25,
10/01/07,493,25,
10/01/07,494,25,
10/01/07,495,25,
10/01/07,496,25,x
